Draft,Year,Rnd,DT,OvPck,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G,W,L,ERA,WHIP,SV,Type,Drafted Out of
junsec,1984,2,6sc,26,1,Mets,Y,,Terry Johnson,OF,,,,,,,,,,,,,JC,San Diego Mesa College (San Diego, CA)
junsec,1984,3,6sc,49,1,Mets,N,,John Alva,3B,,,,,,,,,,,,,JC,Pima Community College (Tucson, AZ)
junsec,1984,4,6sc,68,1,Mets,Y,,Mike Westbrook,2B,,,,,,,,,,,,,JC,Johnson County Community College (Overland Park, KS)
junsec,1984,5,6sc,83,1,Mets,N,,John Sellick,1B,,,,,,,,,,,,,JC,Santa Rosa Junior College (Santa Rosa, CA)
jansec,1985,1,1sc,5,5,Mets,Y,,Craig Repoz,SS,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
jansec,1985,2,1sc,31,5,Mets,N,,Steve Harris,RHP,,,,,,,,,,,,,JC,Florida State College at Jacksonville (Jacksonville, FL)
jansec,1985,3,1sc,55,3,Mets,N,,John Sellick,1B,,,,,,,,,,,,,JC,Santa Rosa Junior College (Santa Rosa, CA)
janreg,1985,1,1rg,19,19,Mets,Y,,Mike Anderson,RHP,,,,,,,,,,,,,JC,Los Angeles Valley College (Los Angeles, CA)
janreg,1985,2,1rg,45,19,Mets,Y,,Scott Jaster,OF,,,,,,,,,,,,,JC,Trinidad State College (Trinidad, CO)
janreg,1985,3,1rg,71,19,Mets,N,,Rob Doman,LHP,,,,,,,,,,,,,4Yr,Allegheny College (Meadville, PA)
janreg,1985,4,1rg,97,19,Mets,N,,William Norwood,RHP,,,,,,,,,,,,,JC,Coastal Alabama Community College-Brewton (Brewton, AL)
janreg,1985,5,1rg,123,19,Mets,N,,Mark Howell,C,,,,,,,,,,,,,JC,Howard College (Big Spring, TX)
janreg,1985,6,1rg,148,18,Mets,Y,,Geary Jones,C,,,,,,,,,,,,,JC,Butte College (Oroville, CA)
janreg,1985,7,1rg,172,17,Mets,N,,Joe Warren,RHP,,,,,,,,,,,,,JC,Scottsdale Community College (Scottsdale, AZ)
janreg,1985,8,1rg,196,17,Mets,N,,Shawn McAfee,SS,,,,,,,,,,,,,JC,Angelina College (Lufkin, TX)
janreg,1985,9,1rg,219,16,Mets,N,,Andy Berg,LHP,,,,,,,,,,,,,JC,Sacramento City College (Sacramento, CA)
janreg,1985,10,1rg,241,15,Mets,N,,Herbert Nauert,2B,,,,,,,,,,,,,JC,Angelina College (Lufkin, TX)
janreg,1985,11,1rg,260,13,Mets,N,,Steve Eckenrode,1B,,,,,,,,,,,,,JC,Panola College (Carthage, TX)
janreg,1985,12,1rg,276,11,Mets,N,,Jerry Nielsen,LHP,-0.2,0,0,0,,,30,1,0,5.91,1.78,0,JC,Sacramento City College (Sacramento, CA)
janreg,1985,13,1rg,289,10,Mets,Y,,Randall Tubbleville,OF,,,,,,,,,,,,,JC,Angelina College (Lufkin, TX)
junsec,1985,1,6sc,17,17,Mets,N,,Jerry Nielsen,LHP,-0.2,0,0,0,,,30,1,0,5.91,1.78,0,JC,Sacramento City College (Sacramento, CA)
junsec,1985,2,6sc,43,17,Mets,N,,Gordon Dillard,LHP,-0.1,5,0,0,,,7,0,0,6.43,2.00,0,4Yr,Oklahoma State University (Stillwater, OK)
junsec,1985,3,6sc,65,14,Mets,N,,Andy Berg,LHP,,,,,,,,,,,,,JC,Sacramento City College (Sacramento, CA)
junsec,1985,4,6sc,80,7,Mets,Y,,Joaquin Contreras,OF,,,,,,,,,,,,,4Yr,Miami Dade College, Kendall Campus (Miami, FL)
junsec,1985,5,6sc,91,6,Mets,N,,Gerald Higby,LHP,,,,,,,,,,,,,JC,Modesto Junior College (Modesto, CA)
jansec,1986,1,1sc,18,18,Mets,Y,,Rob Hernandez,LHP,,,,,,,,,,,,,JC,Los Angeles Valley College (Los Angeles, CA)
jansec,1986,2,1sc,40,14,Mets,N,,Gerald Higby,LHP,,,,,,,,,,,,,JC,Modesto Junior College (Modesto, CA)
janreg,1986,1,1rg,22,22,Mets,N,,Mike Thompson,RHP,,,,,,,,,,,,,JC,MiraCosta College (Oceanside, CA)
janreg,1986,2,1rg,48,22,Mets,N,,Carl Jones,OF,,,,,,,,,,,,,JC,Mount San Antonio College (Walnut, CA)
janreg,1986,3,1rg,74,22,Mets,Y,,Ron Height,INF,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
janreg,1986,4,1rg,100,22,Mets,Y,,Steve Newton,RHP,,,,,,,,,,,,,JC,Pensacola State College (Pensacola, FL)
janreg,1986,5,1rg,126,22,Mets,N,,Thomas Henderson,C,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
janreg,1986,6,1rg,152,22,Mets,Y,,Terry McDaniel,OF,-0.4,23,29,0,.207,.475,,,,,,,4Yr,University of Houston (Houston, TX)
janreg,1986,7,1rg,178,22,Mets,N,,Kevin Ponder,RHP,,,,,,,,,,,,,JC,College of Central Florida (Ocala, FL)
janreg,1986,8,1rg,203,21,Mets,N,,William Norwood,RHP,,,,,,,,,,,,,JC,Coastal Alabama Community College-Brewton (Brewton, AL)
janreg,1986,9,1rg,228,21,Mets,N,,Jeff George,RHP,,,,,,,,,,,,,JC,Waubonsee Community College (Sugar Grove, IL)
janreg,1986,10,1rg,253,21,Mets,N,,Dan Rohrmeir,INF,,,,,,,,,,,,,JC,Miami Dade College (Miami, FL)
janreg,1986,11,1rg,273,16,Mets,N,,Gordon Farmer,RHP,,,,,,,,,,,,,JC,College of the Siskiyous (Weed, CA)
janreg,1986,12,1rg,291,14,Mets,N,,Dean Hartgraves,LHP,0.2,84,3,0,.000,.000,84,3,0,4.41,1.47,0,JC,College of the Siskiyous (Weed, CA)
janreg,1986,13,1rg,306,12,Mets,Y,,Mark DiVincenzo,INF,,,,,,,,,,,,,JC,Mount San Antonio College (Walnut, CA)
junsec,1986,1,6sc,1,1,Mets,Y,,Al Jimenez,1B,,,,,,,,,,,,,4Yr,Miami Dade College, Kendall Campus (Miami, FL)
junsec,1986,2,6sc,27,1,Mets,Y,,Rocky Elli,LHP,,,,,,,,,,,,,JC,Kishwaukee College (Malta, IL)
junsec,1986,3,6sc,50,1,Mets,Y,,John Wenrick,RHP,,,,,,,,,,,,,JC,Long Beach City College (Long Beach, CA)
junsec,1986,4,6sc,68,1,Mets,Y,,Scott Henion,RHP,,,,,,,,,,,,,JC,Crowder College (Neosho, MO)
junsec,1986,5,6sc,81,1,Mets,N,,Thomas Henderson,C,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
junsec,1986,6,6sc,91,1,Mets,Y,,Tom Fine,RHP,,,,,,,,,,,,,JC,Northeastern Oklahoma A&M College (Miami, OK)
junsec,1986,7,6sc,98,1,Mets,Y,,Kevin Ponder,RHP,,,,,,,,,,,,,JC,College of Central Florida (Ocala, FL)
junsec,1986,8,6sc,103,1,Mets,N,,Jerry Nielsen,LHP,-0.2,0,0,0,,,30,1,0,5.91,1.78,0,JC,Sacramento City College (Sacramento, CA)
junsec,1986,9,6sc,107,1,Mets,Y,,Jeff George,RHP,,,,,,,,,,,,,JC,Waubonsee Community College (Sugar Grove, IL)
jansec,1969,1,1sc,23,23,Expos,N,,Gene Salmon,1B,,,,,,,,,,,,,4Yr,University of Texas at Austin (Austin, TX)
jansec,1969,2,1sc,47,23,Expos,N,,Alan Hansen,RHP,,,,,,,,,,,,,JC,Grossmont College (El Cajon, CA)
jansec,1969,4,1sc,95,23,Expos,N,,Roger Sizoo,C,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
jansec,1969,5,1sc,117,21,Expos,N,,Jeff Stout,3B,,,,,,,,,,,,,JC,Mount San Antonio College (Walnut, CA)
jansec,1969,6,1sc,134,16,Expos,Y,,Steve Angelo,RHP,,,,,,,,,,,,,JC,Rio Hondo College (Whittier, CA)
janreg,1969,1,1rg,21,21,Expos,N,,Larry Diel,SS,,,,,,,,,,,,,JC,Cerritos College (Norwalk, CA)
janreg,1969,2,1rg,45,21,Expos,N,,Robert Flynn,OF,,,,,,,,,,,,,JC,Miami Dade College (Miami, FL)
janreg,1969,4,1rg,92,20,Expos,N,,William Greener,OF,,,,,,,,,,,,,JC,Hill College (Hillsboro, TX)
janreg,1969,5,1rg,111,16,Expos,Y,,Keith LeFevre,RHP,,,,,,,,,,,,,,
janreg,1969,6,1rg,130,16,Expos,N,,Michael Henderson,RHP,,,,,,,,,,,,,JC,Mount San Antonio College (Walnut, CA)
janreg,1969,7,1rg,143,10,Expos,Y,,Steven Wagner,1B,,,,,,,,,,,,,JC,Mount San Antonio College (Walnut, CA)
janreg,1969,8,1rg,155,10,Expos,N,,Norman Boles,C,,,,,,,,,,,,,,
janreg,1969,9,1rg,165,8,Expos,N,,Charles Ramshaw,SS,,,,,,,,,,,,,4Yr,University of Southern California (Los Angeles, CA)
junsec,1969,1,6sc,10,10,Expos,N,,Mike Weathers,2B,,,,,,,,,,,,,JC,Cerritos College (Norwalk, CA)
junsec,1969,2,6sc,34,10,Expos,N,,Ron Diggle,C,,,,,,,,,,,,,JC,Cerritos College (Norwalk, CA)
junsec,1969,4,6sc,80,10,Expos,Y,,James LaRusso,2B,,,,,,,,,,,,,4Yr,Monmouth University (West Long Branch, NJ)
jansec,1970,1,1sc,8,8,Expos,N,,Larry O'Brien,1B,,,,,,,,,,,,,JC,Long Beach City College (Long Beach, CA)
jansec,1970,2,1sc,32,8,Expos,Y,,Clifford Ker,RHP,,,,,,,,,,,,,JC,Los Angeles Valley College (Los Angeles, CA)
jansec,1970,3,1sc,56,8,Expos,N,,Arthur Simon,SS,,,,,,,,,,,,,JC,Miami Dade College (Miami, FL)
jansec,1970,4,1sc,81,9,Expos,N,,George Horton,C,,,,,,,,,,,,,4Yr,Upsala College (East Orange, NJ)
jansec,1970,5,1sc,106,9,Expos,N,,Ken O'Brien,RHP,,,,,,,,,,,,,4Yr,Villanova University (Villanova, PA)
jansec,1970,6,1sc,124,7,Expos,N,,James Curnow,C,,,,,,,,,,,,,,
jansec,1970,7,1sc,137,7,Expos,Y,,David Krull,OF,,,,,,,,,,,,,4Yr,University of Iowa (Iowa City, IA)
jansec,1970,8,1sc,146,5,Expos,N,,Carlton Exum,RHP,,,,,,,,,,,,,,
janreg,1970,1,1rg,4,4,Expos,Y,,Frank Hale,C,,,,,,,,,,,,,JC,Mount San Antonio College (Walnut, CA)
janreg,1970,2,1rg,28,4,Expos,N,,Craig Park,RHP,,,,,,,,,,,,,HS,Venice HS (Los Angeles, CA)
janreg,1970,3,1rg,52,4,Expos,N,,John Wilhoit,RHP,,,,,,,,,,,,,JC,Georgia Perimeter College (Covington, GA)
janreg,1970,4,1rg,77,5,Expos,N,,Gary Crawford,RHP,,,,,,,,,,,,,JC,Lamar Community College (Lamar, CO)
janreg,1970,5,1rg,101,4,Expos,N,,Dirk Dunbar,1B,,,,,,,,,,,,,JC,Southeastern Iowa Community College, West Burlington Campus (West Burlington, IA)
janreg,1970,6,1rg,123,3,Expos,N,,Neal Mersch,RHP,,,,,,,,,,,,,JC,Arizona Western College (Yuma, AZ)
junsec,1970,1,6sc,5,5,Expos,N,,Sam Ewing,OF,-1.2,167,361,6,.255,.659,,,,,,,4Yr,University of Tennessee (Knoxville, TN)
junsec,1970,2,6sc,29,5,Expos,N,,James Corcoran,SS,,,,,,,,,,,,,4Yr,University of California, Berkeley (Berkeley, CA)
junsec,1970,3,6sc,53,5,Expos,Y,,Dale Harrington,RHP,,,,,,,,,,,,,JC,Odessa College (Odessa, TX)
junsec,1970,4,6sc,75,4,Expos,Y,,Douglas Balne,LHP,,,,,,,,,,,,,,
jansec,1971,1,1sc,6,6,Expos,Y,,Harry Conlan,OF,,,,,,,,,,,,,,
jansec,1971,2,1sc,30,5,Expos,Y,,Richard Baker,LHP,,,,,,,,,,,,,,
jansec,1971,3,1sc,54,5,Expos,N,,Vernon Wilkins,1B,,,,,,,,,,,,,JC,Mesa Community College (Mesa, AZ)
jansec,1971,4,1sc,78,5,Expos,N,,Gary Hampton,C,,,,,,,,,,,,,,
jansec,1971,5,1sc,97,3,Expos,Y,,Michael Lynch,LHP,,,,,,,,,,,,,JC,Grayson College (Denison, TX)
jansec,1971,6,1sc,113,3,Expos,N,,Duane Wirth,RHP,,,,,,,,,,,,,,
jansec,1971,7,1sc,121,3,Expos,N,,John Wiggins,RHP,,,,,,,,,,,,,,
jansec,1971,8,1sc,129,3,Expos,N,,Mike Cuozzi,INF,,,,,,,,,,,,,4Yr,The College of New Jersey (Ewing, NJ)
jansec,1971,9,1sc,137,3,Expos,N,,Williams Collins,RHP,,,,,,,,,,,,,JC,State College of Florida, Manatee-Sarasota (Bradenton, FL)
janreg,1971,1,1rg,3,3,Expos,Y,,John Scalia,RHP,,,,,,,,,,,,,,
janreg,1971,2,1rg,26,3,Expos,N,,Christ Hall,OF,,,,,,,,,,,,,JC,Bacone College (Muskogee, OK)
janreg,1971,3,1rg,48,3,Expos,N,,Harvey Smith,SS,,,,,,,,,,,,,,
janreg,1971,4,1rg,68,3,Expos,N,,Terry Ray,RHP,,,,,,,,,,,,,JC,Blinn College (Brenham, TX)
janreg,1971,5,1rg,84,3,Expos,N,,Ward Lyons,3B,,,,,,,,,,,,,JC,Mount San Antonio College (Walnut, CA)
janreg,1971,6,1rg,96,1,Expos,N,,Dale Fell,LHP,,,,,,,,,,,,,JC,Palm Beach State College (Lake Worth, FL)
janreg,1971,7,1rg,107,1,Expos,N,,Ron Mahood,OF,,,,,,,,,,,,,4Yr,Houston Baptist University (Houston, TX)
junsec,1971,1,6sc,4,4,Expos,Y,,Steve Rogers,RHP,44.7,406,881,0,.138,.347,399,158,152,3.17,1.23,2,4Yr,University of Tulsa (Tulsa, OK)
junsec,1971,1,6sc,8,8,Expos,N,,Ronald Herring,RHP,,,,,,,,,,,,,JC,Chipola College (Marianna, FL)
junsec,1971,2,6sc,28,4,Expos,Y,,Bobby Croswell,SS,,,,,,,,,,,,,4Yr,Mississippi State University (Mississippi State, MS)
junsec,1971,2,6sc,30,7,Expos,N,,Larry O'Brien,RHP,,,,,,,,,,,,,JC,Indian Hills Community College (Centerville, IA)
junsec,1971,3,6sc,50,3,Expos,N,,Sam Bowen,OF,0.0,16,22,1,.136,.513,,,,,,,4Yr,Coastal Georgia Community College (Brunswick, GA)
jansec,1972,1,1sc,2,2,Expos,Y,,Jim Cox,SS,-0.7,110,307,3,.215,.570,,,,,,,4Yr,University of Iowa (Iowa City, IA)
jansec,1972,2,1sc,26,2,Expos,N,,Steve Hergenrader,C,,,,,,,,,,,,,JC,Fresno City College (Fresno, CA)
jansec,1972,3,1sc,49,2,Expos,N,,William Daves,C,,,,,,,,,,,,,JC,Motlow State Community College (Lynchburg, TN)
jansec,1972,4,1sc,70,1,Expos,N,,Steve Cline,RHP,,,,,,,,,,,,,JC,Hagerstown Community College (Hagerstown, MD)
jansec,1972,5,1sc,88,1,Expos,N,,Edward Gale,LHP,,,,,,,,,,,,,JC,Palm Beach State College (Lake Worth, FL)
janreg,1972,1,1rg,6,6,Expos,Y,,Wayne Piper,RHP,,,,,,,,,,,,,,
janreg,1972,2,1rg,30,6,Expos,Y,,Carl Baker,OF,,,,,,,,,,,,,HS,La Puente HS (La Puente, CA)
janreg,1972,3,1rg,53,5,Expos,N,,Rhinehart Dallas,OF,,,,,,,,,,,,,,
janreg,1972,4,1rg,75,4,Expos,N,,James Hamilton,C,,,,,,,,,,,,,JC,Middle Georgia State University (Macon, GA)
janreg,1972,5,1rg,93,3,Expos,N,,Mike Edwards,SS,-1.7,317,879,2,.250,.578,,,,,,,4Yr,University of Nebraska-Lincoln (Lincoln, NE)
janreg,1972,6,1rg,108,3,Expos,N,,Richard Davidson,C,,,,,,,,,,,,,JC,Columbia State Community College (Columbia, TN)
junsec,1972,1,6sc,12,12,Expos,Y,,Craig Caskey,LHP,-0.3,9,1,0,.000,.000,9,0,0,5.65,1.33,0,4Yr,University of Puget Sound (Tacoma, WA)
junsec,1972,2,6sc,31,8,Expos,N,,Laconia Graham,RHP,,,,,,,,,,,,,JC,Ranger College (Ranger, TX)
jansec,1973,1,1sc,21,21,Expos,N,,David Bedrosian,2B,,,,,,,,,,,,,JC,Fresno City College (Fresno, CA)
jansec,1973,2,1sc,44,20,Expos,N,,Dan Boitano,RHP,-0.7,17,0,0,,,51,2,2,5.68,1.60,0,JC,Fresno City College (Fresno, CA)
jansec,1973,3,1sc,63,17,Expos,Y,,Bill Bohne,SS,,,,,,,,,,,,,JC,Blinn College (Brenham, TX)
jansec,1973,4,1sc,75,10,Expos,Y,,David Gronland,3B,,,,,,,,,,,,,JC,Riverside Community College (Riverside, CA)
janreg,1973,1,1rg,7,7,Expos,Y,,Tom Ford,LHP,,,,,,,,,,,,,4Yr,Eastern Michigan University (Ypsilanti, MI)
janreg,1973,2,1rg,31,7,Expos,Y,,Mark Cunningham,INF,,,,,,,,,,,,,JC,Diablo Valley College (Pleasant Hill, CA)
janreg,1973,3,1rg,53,6,Expos,N,,Hubert Hewitt,INF,,,,,,,,,,,,,JC,Merritt College (Oakland, CA)
janreg,1973,4,1rg,73,5,Expos,Y,,Steve Melton,3B,,,,,,,,,,,,,4Yr,John Brown University (Siloam Springs, AR)
janreg,1973,5,1rg,90,4,Expos,Y,,Jack Spence,LHP,,,,,,,,,,,,,HS,Alamogordo HS (Alamogordo, NM)
janreg,1973,6,1rg,105,4,Expos,N,,Dan Henry,SS,,,,,,,,,,,,,JC,San Bernardino Valley College (San Bernardino, CA)
janreg,1973,7,1rg,117,4,Expos,N,,Jay Seccombe,SS,,,,,,,,,,,,,JC,Chabot College (Hayward, CA)
janreg,1973,8,1rg,124,3,Expos,N,,Thomas Slater,C,,,,,,,,,,,,,JC,Mesa Community College (Mesa, AZ)
janreg,1973,9,1rg,131,3,Expos,N,,Kenneth Snyder,P,,,,,,,,,,,,,JC,Chabot College (Hayward, CA)
janreg,1973,10,1rg,137,2,Expos,N,,Greg Ballard,RHP,,,,,,,,,,,,,,
janreg,1973,11,1rg,141,1,Expos,N,,Stephen Gooding,1B,,,,,,,,,,,,,JC,Community College of Baltimore County, Catonsville Campus (Catonsville, MD)
janreg,1973,12,1rg,144,1,Expos,N,,Lee Sneath,P,,,,,,,,,,,,,JC,Foothill College (Los Altos Hills, CA)
janreg,1973,13,1rg,146,1,Expos,Y,,Jimmie Williams,RHP,,,,,,,,,,,,,JC,Indian Hills Community College (Centerville, IA)
janreg,1973,14,1rg,148,1,Expos,N,,Robert Willis,P,,,,,,,,,,,,,JC,Valencia Community College (Orlando, FL)
junsec,1973,1,6sc,5,5,Expos,Y,,Warren Cromartie,OF,16.3,1107,3927,61,.281,.739,,,,,,,JC,Miami Dade College (Miami, FL)
jansec,1974,1,1sc,10,10,Expos,N,,Michael St. Louis,RHP,,,,,,,,,,,,,,
jansec,1974,2,1sc,34,10,Expos,N,,Steve Williams,LHP,,,,,,,,,,,,,JC,St. Clair County Community College (Port Huron, MI)
jansec,1974,3,1sc,52,8,Expos,N,,Dan Grimm,RHP,,,,,,,,,,,,,4Yr,California State University, Fresno (Fresno, CA)
jansec,1974,4,1sc,64,4,Expos,N,,Dave Koza,LHP,,,,,,,,,,,,,JC,Eastern Oklahoma State College (Wilburton, OK)
janreg,1974,1,1rg,10,10,Expos,Y,,Joe Kerrigan,RHP,-0.2,104,10,0,.000,.000,131,8,12,3.89,1.42,15,4Yr,Temple University (Philadelphia, PA)
janreg,1974,2,1rg,33,9,Expos,N,,Ned Yost,C,-3.7,219,605,16,.212,.566,,,,,,,JC,Chabot College (Hayward, CA)
janreg,1974,3,1rg,55,8,Expos,N,,Bill Przygocki,RHP,,,,,,,,,,,,,JC,St. Clair County Community College (Port Huron, MI)
janreg,1974,4,1rg,76,8,Expos,N,,Kent Taylor,SS,,,,,,,,,,,,,JC,East Los Angeles College (Monterey Park, CA)
janreg,1974,5,1rg,94,7,Expos,N,,Randy Niemann,LHP,-0.9,111,30,0,.267,.579,122,7,8,4.64,1.51,3,JC,College of the Redwoods (Eureka, CA)
janreg,1974,6,1rg,109,5,Expos,N,,John Bass,3B,,,,,,,,,,,,,JC,Laney College (Oakland, CA)
janreg,1974,7,1rg,123,5,Expos,Y,,Mike Uebbing,RHP,,,,,,,,,,,,,JC,Grossmont College (El Cajon, CA)
janreg,1974,8,1rg,136,4,Expos,Y,,Ronald Edwards,RHP,,,,,,,,,,,,,,
janreg,1974,9,1rg,148,4,Expos,N,,Gary Gronowski,RHP,,,,,,,,,,,,,JC,Valencia Community College (Orlando, FL)
janreg,1974,10,1rg,158,4,Expos,Y,,Kenneth Snyder,RHP,,,,,,,,,,,,,JC,Chabot College (Hayward, CA)
janreg,1974,11,1rg,166,4,Expos,Y,,William Wood,OF,,,,,,,,,,,,,JC,South Georgia College (Douglas, GA)
janreg,1974,12,1rg,172,4,Expos,N,,David Oliver,OF,,,,,,,,,,,,,JC,Grossmont College (El Cajon, CA)
janreg,1974,13,1rg,177,3,Expos,N,,Doug Heinz,RHP,,,,,,,,,,,,,JC,San Joaquin Delta College (Stockton, CA)
janreg,1974,14,1rg,180,2,Expos,N,,Kevin Kearney,1B,,,,,,,,,,,,,JC,Laney College (Oakland, CA)
junsec,1974,1,6sc,13,13,Expos,Y,,James Baby,LHP,,,,,,,,,,,,,JC,Cuyahoga Community College (Cleveland, OH)
junsec,1974,2,6sc,29,8,Expos,Y,,Shane Rawley,LHP,20.8,150,289,0,.138,.328,469,111,118,4.02,1.43,40,JC,Indian Hills Community College (Centerville, IA)
jansec,1975,1,1sc,13,13,Expos,Y,,Mark Knose,RHP,,,,,,,,,,,,,4Yr,University of Toledo (Toledo, OH)
jansec,1975,2,1sc,37,13,Expos,N,,Jeff Hardy,SS,,,,,,,,,,,,,JC,Gulf Coast State College (Panama City, FL)
jansec,1975,3,1sc,60,12,Expos,Y,,Larry Goldetsky,SS,,,,,,,,,,,,,JC,Indian Hills Community College (Centerville, IA)
jansec,1975,4,1sc,77,8,Expos,N,,Brian Cherevko,P,,,,,,,,,,,,,JC,West Valley College (Saratoga, CA)
jansec,1975,5,1sc,88,5,Expos,N,,Ronald Goodman,P,,,,,,,,,,,,,JC,Santa Barbara City College (Santa Barbara, CA)
janreg,1975,1,1rg,9,9,Expos,N,,John Brown,OF,,,,,,,,,,,,,JC,South Georgia College (Douglas, GA)
janreg,1975,2,1rg,33,9,Expos,N,,Ken Lelek,P,,,,,,,,,,,,,JC,Monroe Community College (Rochester, NY)
janreg,1975,3,1rg,55,8,Expos,Y,,Randall Eickenhorst,3B,,,,,,,,,,,,,JC,Gulf Coast State College (Panama City, FL)
janreg,1975,4,1rg,76,7,Expos,N,,Kevin LaFranco,P,,,,,,,,,,,,,JC,Santa Ana College (Santa Ana, CA)
janreg,1975,5,1rg,95,6,Expos,N,,Peter Peltz,SS,,,,,,,,,,,,,JC,Brookdale Community College (Lincroft, NJ)
janreg,1975,6,1rg,110,6,Expos,N,,Jack Hudson,C,,,,,,,,,,,,,JC,Golden West College (Huntington Beach, CA)
janreg,1975,7,1rg,120,4,Expos,N,,Dirk Blankenship,P,,,,,,,,,,,,,JC,Blinn College (Brenham, TX)
janreg,1975,8,1rg,130,4,Expos,Y,,Larry Horn,RHP,,,,,,,,,,,,,JC,Blinn College (Brenham, TX)
junsec,1975,1,6sc,12,12,Expos,N,,Del Bender,OF,,,,,,,,,,,,,4Yr,Miami Dade College, Kendall Campus (Miami, FL)
junsec,1975,2,6sc,34,11,Expos,N,,Mark Liber,LHP,,,,,,,,,,,,,JC,Mesa Community College (Mesa, AZ)
junsec,1975,3,6sc,46,5,Expos,N,,Frank Williams,C,,,,,,,,,,,,,JC,Louisburg College (Louisburg, NC)
jansec,1976,1,1sc,4,4,Expos,Y,,LaMart Harris,OF,,,,,,,,,,,,,JC,Ranger College (Ranger, TX)
jansec,1976,2,1sc,28,4,Expos,Y,,Stephen Walsh,LHP,,,,,,,,,,,,,4Yr,St. Louis University (St. Louis, MO)
jansec,1976,3,1sc,52,4,Expos,Y,,Kurt Boesch,RHP,,,,,,,,,,,,,JC,Clackamas Community College (Oregon City, OR)
jansec,1976,4,1sc,71,4,Expos,Y,,Daniel Newell,RHP,,,,,,,,,,,,,4Yr,Ohio Dominican University (Columbus, OH)
janreg,1976,1,1rg,10,10,Expos,N,,Steven Miller,RHP,,,,,,,,,,,,,JC,Lower Columbia College (Longview, WA)
janreg,1976,2,1rg,34,10,Expos,N,,Scott Winston,LHP,,,,,,,,,,,,,JC,Chipola College (Marianna, FL)
janreg,1976,3,1rg,58,10,Expos,Y,,Doug Simunic,C,,,,,,,,,,,,,JC,St. Clair County Community College (Port Huron, MI)
janreg,1976,4,1rg,79,7,Expos,N,,Michael Mann,P,,,,,,,,,,,,,JC,St. Clair County Community College (Port Huron, MI)
janreg,1976,5,1rg,96,5,Expos,N,,Gary Weiss,2B,-0.7,22,19,0,.105,.248,,,,,,,JC,Blinn College (Brenham, TX)
janreg,1976,6,1rg,112,5,Expos,N,,Matthew Gaglione,OF,,,,,,,,,,,,,JC,Chipola College (Marianna, FL)
janreg,1976,7,1rg,127,4,Expos,N,,Ronnie Mears,2B,,,,,,,,,,,,,JC,Contra Costa College (San Pablo, CA)
janreg,1976,8,1rg,139,3,Expos,N,,Bob Volk,C,,,,,,,,,,,,,JC,Cerritos College (Norwalk, CA)
janreg,1976,9,1rg,150,2,Expos,N,,John Thiele,C,,,,,,,,,,,,,JC,Pasadena City College (Pasadena, CA)
janreg,1976,10,1rg,158,2,Expos,Y,,Robert Watkins,RHP,,,,,,,,,,,,,JC,Grossmont College (El Cajon, CA)
janreg,1976,11,1rg,166,2,Expos,N,,Kevin Minter,RHP,,,,,,,,,,,,,4Yr,Moorpark College (Moorpark, CA)
junsec,1976,1,6sc,16,16,Expos,Y,,Don Hanna,RHP,,,,,,,,,,,,,4Yr,Arizona State University (Tempe, AZ)
junsec,1976,2,6sc,38,15,Expos,N,,Jim Leicht,RHP,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
jansec,1977,1,1sc,22,22,Expos,N,,Allen Pye,LHP,,,,,,,,,,,,,JC,Georgia Perimeter College (Covington, GA)
janreg,1977,1,1rg,1,1,Expos,Y,,Kalvin Adams,C,,,,,,,,,,,,,JC,Central Arizona College (Coolidge, AZ)
janreg,1977,2,1rg,27,1,Expos,Y,,Bobby Sagers,INF,,,,,,,,,,,,,4Yr,University of Cincinnati (Cincinnati, OH)
janreg,1977,3,1rg,53,1,Expos,N,,Christian Loeffler,C,,,,,,,,,,,,,JC,Wharton County Junior College (Wharton, TX)
janreg,1977,4,1rg,79,1,Expos,N,,Clifford Mackey,LHP,,,,,,,,,,,,,JC,Linn-Benton Community College (Albany, OR)
janreg,1977,5,1rg,104,1,Expos,N,,Michael Hobbs,OF,,,,,,,,,,,,,JC,Southeastern Illinois College (Harrisburg, IL)
janreg,1977,6,1rg,124,1,Expos,N,,William Eady,RHP,,,,,,,,,,,,,JC,Temple College (Temple, TX)
janreg,1977,7,1rg,143,1,Expos,N,,Dan Firova,C,-0.2,17,7,0,.000,.000,,,,,,,4Yr,Coastal Bend College (Beeville, TX)
janreg,1977,8,1rg,160,1,Expos,Y,,Richard Heidorn,SS,,,,,,,,,,,,,4Yr,The Ohio State University (Columbus, OH)
janreg,1977,9,1rg,174,1,Expos,N,,David Waddell,RHP,,,,,,,,,,,,,JC,Trinidad State College (Trinidad, CO)
janreg,1977,10,1rg,186,1,Expos,N,,Michael Mann,RHP,,,,,,,,,,,,,JC,St. Clair County Community College (Port Huron, MI)
janreg,1977,11,1rg,197,1,Expos,Y,,Richard Cox,RHP,,,,,,,,,,,,,,
