Draft,Year,Rnd,DT,OvPck,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G,W,L,ERA,WHIP,SV,Type,Drafted Out of
janreg,1973,1,1rg,13,13,Mets,Y,,James Johnson,RHP,,,,,,,,,,,,,,
janreg,1973,2,1rg,37,13,Mets,N,,Melvin Anderson,OF,,,,,,,,,,,,,4Yr,University of Nebraska-Lincoln (Lincoln, NE)
janreg,1973,3,1rg,58,11,Mets,N,,Andrew Jackson,SS,,,,,,,,,,,,,JC,Yakima Valley Community College (Yakima, WA)
janreg,1973,4,1rg,78,10,Mets,N,,Thomas Guess,1B,,,,,,,,,,,,,JC,Hillsborough Community College (Tampa, FL)
janreg,1973,5,1rg,94,8,Mets,N,,Mark Kramer,OF,,,,,,,,,,,,,JC,Yakima Valley Community College (Yakima, WA)
janreg,1973,6,1rg,109,8,Mets,N,,Eudaldo Oliveros,SS,,,,,,,,,,,,,JC,Miami Dade College (Miami, FL)
jansec,1974,1,1sc,20,20,Mets,N,,Chuck Fore,RHP,,,,,,,,,,,,,JC,Faulkner State College (Bay Minette, AL)
jansec,1974,2,1sc,42,18,Mets,N,,Colin Leisher,SS,,,,,,,,,,,,,JC,Valencia Community College (Orlando, FL)
janreg,1974,1,1rg,18,18,Mets,N,,Robert Carroll,RHP,,,,,,,,,,,,,JC,East Los Angeles College (Monterey Park, CA)
janreg,1974,2,1rg,41,17,Mets,Y,,Stan Hough,OF,,,,,,,,,,,,,JC,McLennan Community College (Waco, TX)
janreg,1974,3,1rg,62,15,Mets,N,,James Eble,LHP,,,,,,,,,,,,,JC,Roane State Community College (Harriman, TN)
janreg,1974,4,1rg,81,13,Mets,Y,,Edward Hicks,SS,,,,,,,,,,,,,JC,Brewton-Parker College (Mount Vernon, GA)
janreg,1974,5,1rg,99,12,Mets,N,,Anthony Castro,OF,,,,,,,,,,,,,JC,Southwestern College (Chula Vista, CA)
janreg,1974,6,1rg,114,10,Mets,N,,Richie Howard,3B,,,,,,,,,,,,,JC,Middle Georgia State University (Macon, GA)
janreg,1974,7,1rg,128,10,Mets,Y,,Gerald Tenge,RHP,,,,,,,,,,,,,JC,Scottsdale Community College (Scottsdale, AZ)
janreg,1974,8,1rg,141,9,Mets,N,,Randolph Peterson,C,,,,,,,,,,,,,JC,Green River Community College (Auburn, WA)
junsec,1974,1,6sc,7,7,Mets,Y,,Ned Yost,C,-3.7,219,605,16,.212,.566,,,,,,,JC,Chabot College (Hayward, CA)
junsec,1974,2,6sc,25,4,Mets,Y,,Anthony Castro,OF,,,,,,,,,,,,,JC,Southwestern College (Chula Vista, CA)
jansec,1975,1,1sc,9,9,Mets,Y,,Stanley Mann,SS,,,,,,,,,,,,,4Yr,Southern Illinois University Carbondale (Carbondale, IL)
jansec,1975,2,1sc,33,9,Mets,N,,Gene Krug,1B,0.0,7,5,0,.400,.900,,,,,,,JC,Lamar Community College (Lamar, CO)
jansec,1975,3,1sc,57,9,Mets,N,,Jackie Smith,P,,,,,,,,,,,,,JC,State College of Florida, Manatee-Sarasota (Bradenton, FL)
jansec,1975,4,1sc,74,5,Mets,N,,Greg Harris,RHP,19.9,242,68,0,.221,.555,703,74,90,3.69,1.35,54,JC,Long Beach City College (Long Beach, CA)
jansec,1975,5,1sc,85,2,Mets,Y,,John McBride,SS,,,,,,,,,,,,,4Yr,University of Utah (Salt Lake City, UT)
jansec,1975,6,1sc,94,2,Mets,Y,,Gene Litle,P,,,,,,,,,,,,,4Yr,University of California, Berkeley (Berkeley, CA)
jansec,1975,7,1sc,98,1,Mets,N,,Steve Marlowe,1B,,,,,,,,,,,,,4Yr,University of Utah (Salt Lake City, UT)
jansec,1975,8,1sc,102,1,Mets,N,,Stewart Bringhurst,C,,,,,,,,,,,,,JC,College of San Mateo (San Mateo, CA)
jansec,1975,9,1sc,104,1,Mets,N,,Michael Wholey,P,,,,,,,,,,,,,JC,Green River Community College (Auburn, WA)
janreg,1975,1,1rg,5,5,Mets,N,,Dave Hudgens,1B,-0.1,6,7,0,.143,.286,,,,,,,,
janreg,1975,2,1rg,29,5,Mets,N,,Frederick Lagergren,2B,,,,,,,,,,,,,JC,Seminole State College of Florida (Sanford, FL)
janreg,1975,3,1rg,52,5,Mets,Y,,Richard Sander,RHP,,,,,,,,,,,,,JC,San Bernardino Valley College (San Bernardino, CA)
janreg,1975,4,1rg,73,4,Mets,Y,,Marshall Brant,1B,-0.5,8,20,0,.100,.200,,,,,,,JC,Santa Rosa Junior College (Santa Rosa, CA)
janreg,1975,5,1rg,92,3,Mets,N,,Robert Simmons,P,,,,,,,,,,,,,JC,Broward College (Fort Lauderdale, FL)
janreg,1975,6,1rg,107,3,Mets,N,,Karl Pagel,1B,0.2,48,56,1,.232,.715,,,,,,,JC,Glendale Community College (Glendale, CA)
junsec,1975,1,6sc,19,19,Mets,Y,,Ward Wilson,C,,,,,,,,,,,,,JC,Valencia Community College (Orlando, FL)
junsec,1975,2,6sc,39,16,Mets,Y,,James Dyer,SS,,,,,,,,,,,,,JC,Arizona Western College (Yuma, AZ)
jansec,1976,1,1sc,16,16,Mets,Y,,Stephen Kesses,OF,,,,,,,,,,,,,4Yr,Duke University (Durham, NC)
jansec,1976,2,1sc,40,16,Mets,N,,Greg Fisher,INF,,,,,,,,,,,,,JC,Diablo Valley College (Pleasant Hill, CA)
jansec,1976,3,1sc,63,15,Mets,N,,Michael Coppess,RHP,,,,,,,,,,,,,JC,Chaffey College (Rancho Cucamonga, CA)
jansec,1976,4,1sc,80,13,Mets,Y,,Kim Seaman,LHP,0.3,27,1,0,.000,.000,27,3,2,3.16,1.21,4,JC,Mississippi Gulf Coast Community College (Perkinston, MS)
janreg,1976,1,1rg,14,14,Mets,N,,Dean Moranda,LHP,,,,,,,,,,,,,JC,Fresno City College (Fresno, CA)
janreg,1976,2,1rg,38,14,Mets,N,,Mickey Hatcher,OF,2.9,1130,3377,38,.280,.690,1,0,0,9.00,3.00,0,JC,Mesa Community College (Mesa, AZ)
janreg,1976,3,1rg,62,14,Mets,Y,,Jody Davis,1B,15.9,1082,3585,127,.245,.710,,,,,,,JC,Middle Georgia State University (Macon, GA)
janreg,1976,4,1rg,82,10,Mets,N,,Edward Baker,C,,,,,,,,,,,,,JC,Georgia Perimeter College (Covington, GA)
janreg,1976,5,1rg,99,8,Mets,N,,Kendall Driggers,RHP,,,,,,,,,,,,,JC,Florida State College at Jacksonville (Jacksonville, FL)
janreg,1976,6,1rg,115,8,Mets,N,,Alvin Moore,OF,,,,,,,,,,,,,JC,South Georgia College (Douglas, GA)
janreg,1976,7,1rg,130,7,Mets,N,,Greg Harris,RHP,19.9,242,68,0,.221,.555,703,74,90,3.69,1.35,54,JC,Long Beach City College (Long Beach, CA)
janreg,1976,8,1rg,142,6,Mets,Y,,Fred Westfall,RHP,,,,,,,,,,,,,JC,San Diego Mesa College (San Diego, CA)
janreg,1976,9,1rg,153,5,Mets,Y,,Theodore O'Neil,RHP,,,,,,,,,,,,,4Yr,Rollins College (Winter Park, FL)
janreg,1976,10,1rg,161,5,Mets,Y,,Garry Corrado,LHP,,,,,,,,,,,,,JC,Luzerne County CC (Nanticoke, PA)
junsec,1976,1,6sc,9,9,Mets,Y,,Richter Armer,OF,,,,,,,,,,,,,JC,DeAnza College (Cupertino, CA)
junsec,1976,2,6sc,32,9,Mets,N,,Dennis Sandoval,RHP,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
junsec,1976,3,6sc,50,6,Mets,N,,Michael Coppess,RHP,,,,,,,,,,,,,JC,Chaffey College (Rancho Cucamonga, CA)
jansec,1977,1,1sc,3,3,Mets,N,,Ron Lee,SS,,,,,,,,,,,,,JC,Blinn College (Brenham, TX)
jansec,1977,2,1sc,28,2,Mets,N,,Brian Hurse,RHP,,,,,,,,,,,,,JC,Florida State College at Jacksonville (Jacksonville, FL)
jansec,1977,3,1sc,47,2,Mets,N,,Michael Matlock,RHP,,,,,,,,,,,,,JC,Concordia College (Selma, AL)
jansec,1977,4,1sc,59,2,Mets,N,,Anthony Guralas,SS,,,,,,,,,,,,,JC,Cuesta College (San Luis Obispo, CA)
janreg,1977,1,1rg,15,15,Mets,N,,David Sullivan,C,,,,,,,,,,,,,JC,Yavapai College (Prescott, AZ)
janreg,1977,2,1rg,41,15,Mets,Y,,Robert Rossen,OF,,,,,,,,,,,,,JC,St. Petersburg College (St. Petersburg, FL)
janreg,1977,3,1rg,67,15,Mets,N,,Donald Hess,C,,,,,,,,,,,,,JC,Lamar Community College (Lamar, CO)
janreg,1977,4,1rg,92,14,Mets,N,,David Vickers,RHP,,,,,,,,,,,,,JC,Lamar Community College (Lamar, CO)
janreg,1977,5,1rg,114,11,Mets,N,,John Hessler,RHP,,,,,,,,,,,,,JC,Crowder College (Neosho, MO)
janreg,1977,6,1rg,134,11,Mets,N,,William Wrightson,1B,,,,,,,,,,,,,JC,DeAnza College (Cupertino, CA)
janreg,1977,7,1rg,152,10,Mets,N,,Randall Cashore,RHP,,,,,,,,,,,,,JC,Butte College (Oroville, CA)
junsec,1977,1,6sc,24,24,Mets,Y,,Allen Pye,LHP,,,,,,,,,,,,,JC,Georgia Perimeter College (Covington, GA)
junsec,1977,2,6sc,44,19,Mets,N,,Bud Black,LHP,20.9,90,179,0,.145,.332,398,121,116,3.84,1.27,11,JC,Lower Columbia College (Longview, WA)
jansec,1978,1,1sc,24,24,Mets,N,,Mike Foster,LHP,,,,,,,,,,,,,JC,Merced College (Merced, CA)
jansec,1978,2,1sc,48,22,Mets,N,,Jack Lambeth,LHP,,,,,,,,,,,,,4Yr,University of Arkansas-Fort Smith (Fort Smith, AR)
janreg,1978,1,1rg,4,4,Mets,N,,Gerald Miller,1B,,,,,,,,,,,,,JC,Des Moines Area Community College (Boone, IA)
janreg,1978,2,1rg,30,4,Mets,Y,,Michael Cannon,OF,,,,,,,,,,,,,JC,Middlesex Community College (Middletown, CT)
janreg,1978,3,1rg,56,4,Mets,N,,Marty Barrett,2B,9.2,941,3378,18,.278,.684,,,,,,,JC,Mesa Community College (Mesa, AZ)
janreg,1978,4,1rg,82,4,Mets,N,,Ron Graves,RHP,,,,,,,,,,,,,JC,Modesto Junior College (Modesto, CA)
janreg,1978,5,1rg,106,3,Mets,N,,Ricky Jones,3B,0.4,16,33,0,.182,.550,,,,,,,JC,Chipola College (Marianna, FL)
janreg,1978,6,1rg,128,2,Mets,N,,Louie D'Amore,RHP,,,,,,,,,,,,,JC,County College of Morris (Randolph, NJ)
janreg,1978,7,1rg,148,2,Mets,N,,Floyd Gow,LHP,,,,,,,,,,,,,JC,Butte College (Oroville, CA)
janreg,1978,8,1rg,166,2,Mets,Y,,Jamie Nelson,C,-0.2,40,96,1,.219,.590,,,,,,,JC,Orange Coast College (Costa Mesa, CA)
janreg,1978,9,1rg,180,2,Mets,N,,Albert Hammack,RHP,,,,,,,,,,,,,JC,Bellevue Community College (Bellevue, WA)
janreg,1978,10,1rg,194,2,Mets,N,,Robert Randolph,RHP,,,,,,,,,,,,,JC,Butte College (Oroville, CA)
junsec,1978,1,6sc,3,3,Mets,N,,James Tjader,INF,,,,,,,,,,,,,JC,Iowa Western Community College (Council Bluffs, IA)
jansec,1979,1,1sc,11,11,Mets,Y,,John Violette,C,,,,,,,,,,,,,,
jansec,1979,2,1sc,34,9,Mets,Y,,Jeffery Sunderlage,LHP,,,,,,,,,,,,,JC,Des Moines Area Community College (Boone, IA)
janreg,1979,1,1rg,1,1,Mets,N,,Neal Heaton,LHP,8.4,184,187,0,.171,.384,382,80,96,4.37,1.40,10,HS,Sachem North HS (Lake Ronkokoma, NY)
janreg,1979,2,1rg,27,1,Mets,Y,,Mark Welch,LHP,,,,,,,,,,,,,4Yr,University of Indianapolis (Indianapolis, IN)
janreg,1979,3,1rg,53,1,Mets,Y,,Marques Cooper,OF,,,,,,,,,,,,,JC,Three Rivers Community College (Poplar Bluff, MO)
janreg,1979,4,1rg,79,1,Mets,N,,Thomas McLaughlin,RHP,,,,,,,,,,,,,4Yr,University of Nebraska-Lincoln (Lincoln, NE)
janreg,1979,5,1rg,105,1,Mets,N,,Michael Befort,RHP,,,,,,,,,,,,,JC,Allen County Community College (Iola, KS)
janreg,1979,6,1rg,129,1,Mets,Y,,Ronald Souza,SS,,,,,,,,,,,,,JC,Butte College (Oroville, CA)
janreg,1979,7,1rg,152,1,Mets,Y,,Ron Graves,RHP,,,,,,,,,,,,,JC,Modesto Junior College (Modesto, CA)
janreg,1979,8,1rg,173,1,Mets,Y,,David Michael,RHP,,,,,,,,,,,,,JC,Dodge City Community College (Dodge City, KS)
janreg,1979,9,1rg,189,1,Mets,Y,,John Semprini,RHP,,,,,,,,,,,,,JC,Des Moines Area Community College (Boone, IA)
janreg,1979,10,1rg,201,1,Mets,Y,,Rusty Tillman,OF,0.1,38,56,2,.232,.670,,,,,,,JC,Florida State College at Jacksonville (Jacksonville, FL)
janreg,1979,11,1rg,212,1,Mets,N,,Jesse Anderson,RHP,,,,,,,,,,,,,JC,San Diego City College (San Diego, CA)
janreg,1979,12,1rg,221,1,Mets,N,,Mike Sodders,3B,,,,,,,,,,,,,JC,Orange Coast College (Costa Mesa, CA)
junsec,1979,1,6sc,21,21,Mets,N,,Bill Mooneyham,RHP,-0.2,0,0,0,,,45,4,5,4.52,1.71,2,JC,Merced College (Merced, CA)
junsec,1979,2,6sc,42,18,Mets,Y,,Joseph Plummer,RHP,,,,,,,,,,,,,JC,Long Beach City College (Long Beach, CA)
junsec,1979,3,6sc,56,11,Mets,N,,Sheldon Andrews,RHP,,,,,,,,,,,,,JC,Lower Columbia College (Longview, WA)
jansec,1980,1,1sc,16,16,Mets,N,,Chris Johnston,3B,,,,,,,,,,,,,JC,Orange Coast College (Costa Mesa, CA)
janreg,1980,1,1rg,2,2,Mets,Y,,Roger Frash,OF,,,,,,,,,,,,,JC,Oxnard College (Oxnard, CA)
janreg,1980,2,1rg,28,2,Mets,Unk,,Joel Anderson,RHP,,,,,,,,,,,,,JC,Florida State College at Jacksonville (Jacksonville, FL)
janreg,1980,3,1rg,54,2,Mets,N,,Charles Nat,RHP,,,,,,,,,,,,,JC,Solano Community College (Fairfield, CA)
janreg,1980,4,1rg,80,2,Mets,N,,Robert Smart,OF,,,,,,,,,,,,,JC,Golden West College (Huntington Beach, CA)
janreg,1980,5,1rg,106,2,Mets,N,,Michael Sims,RHP,,,,,,,,,,,,,JC,Johnson County Community College (Overland Park, KS)
janreg,1980,6,1rg,131,2,Mets,N,,Gary Dawson,OF,,,,,,,,,,,,,JC,Orange Coast College (Costa Mesa, CA)
janreg,1980,7,1rg,154,1,Mets,N,,Eric Porter,C,,,,,,,,,,,,,JC,Iowa Western Community College (Council Bluffs, IA)
janreg,1980,8,1rg,176,1,Mets,N,,Michael Paul,3B,,,,,,,,,,,,,JC,College of the Sequoias (Visalia, CA)
janreg,1980,9,1rg,196,1,Mets,N,,Jim Harris,OF,,,,,,,,,,,,,JC,Butte College (Oroville, CA)
junsec,1980,1,6sc,11,11,Mets,N,,Bill Worden,C,,,,,,,,,,,,,4Yr,Stanford University (Palo Alto, CA)
junsec,1980,2,6sc,35,9,Mets,N,,Al Newman,3B,2.5,854,2107,1,.226,.570,,,,,,,JC,Chaffey College (Rancho Cucamonga, CA)
junsec,1980,3,6sc,55,9,Mets,N,,Derek Tatsuno,LHP,,,,,,,,,,,,,4Yr,University of Hawaii at Manoa (Honolulu, HI)
jansec,1981,1,1sc,9,9,Mets,Y,,Herm Winningham,OF,-0.5,868,1888,19,.239,.630,,,,,,,JC,Georgia Perimeter College (Covington, GA)
jansec,1981,2,1sc,35,9,Mets,N,,Billy Irions,LHP,,,,,,,,,,,,,JC,Seminole State College of Florida (Sanford, FL)
jansec,1981,3,1sc,60,8,Mets,N,,Nick Esposito,RHP,,,,,,,,,,,,,JC,Los Medanos Community College (Pittsburg, CA)
janreg,1981,1,1rg,3,3,Mets,Y,,Randy Milligan,OF,13.5,703,2118,70,.261,.810,,,,,,,JC,San Diego Mesa College (San Diego, CA)
janreg,1981,2,1rg,29,3,Mets,Y,,Steve Ray,LHP,,,,,,,,,,,,,JC,Southwestern College (Chula Vista, CA)
janreg,1981,3,1rg,55,3,Mets,N,,Reynaldo Tolentino,RHP,,,,,,,,,,,,,JC,Chaffey College (Rancho Cucamonga, CA)
janreg,1981,4,1rg,81,3,Mets,N,,Dodd Hook,1B,,,,,,,,,,,,,JC,Indian Hills Community College (Centerville, IA)
janreg,1981,5,1rg,107,3,Mets,Y,,Jame Cazet,SS,,,,,,,,,,,,,JC,Modesto Junior College (Modesto, CA)
janreg,1981,6,1rg,133,3,Mets,N,,Greg Cary,RHP,,,,,,,,,,,,,JC,Chabot College (Hayward, CA)
janreg,1981,7,1rg,158,3,Mets,N,,Craig Walter,RHP,,,,,,,,,,,,,JC,Waldorf University (Forest City, IA)
janreg,1981,8,1rg,183,3,Mets,Y,,Timothy Hampton,RHP,,,,,,,,,,,,,JC,Modesto Junior College (Modesto, CA)
janreg,1981,9,1rg,202,1,Mets,N,,Brian Pate,INF,,,,,,,,,,,,,JC,Columbia State Community College (Columbia, TN)
janreg,1981,10,1rg,220,1,Mets,N,,William Bankhead,3B,,,,,,,,,,,,,JC,Green River Community College (Auburn, WA)
janreg,1981,11,1rg,237,1,Mets,N,,Roger Lee,OF,,,,,,,,,,,,,JC,Garden City Community College (Garden City, KS)
janreg,1981,12,1rg,250,1,Mets,Y,,Gregory Shirley,C,,,,,,,,,,,,,4Yr,Alabama Christian College (Montgomery, AL)
janreg,1981,13,1rg,262,1,Mets,Y,,Robert Smith,INF,,,,,,,,,,,,,,
junsec,1981,1,6sc,14,14,Mets,Y,,John Felce,OF,,,,,,,,,,,,,JC,College of the Canyons (Santa Clarita, CA)
junsec,1981,2,6sc,39,13,Mets,Y,,Gail Arnold,RHP,,,,,,,,,,,,,4Yr,Brigham Young University (Provo, UT)
junsec,1981,3,6sc,60,10,Mets,N,,Greg Griffin,OF,,,,,,,,,,,,,,
junsec,1981,4,6sc,72,4,Mets,N,,Kevin Sliwinski,OF,,,,,,,,,,,,,JC,Orange Coast College (Costa Mesa, CA)
junsec,1981,5,6sc,77,3,Mets,N,,Greg Cary,RHP,,,,,,,,,,,,,JC,Chabot College (Hayward, CA)
jansec,1982,1,1sc,17,17,Mets,Y,,Steve Gay,RHP,,,,,,,,,,,,,JC,Green River Community College (Auburn, WA)
jansec,1982,2,1sc,41,16,Mets,N,,Luis Medina,OF,0.0,51,150,10,.207,.674,,,,,,,JC,Cerritos College (Norwalk, CA)
jansec,1982,3,1sc,57,13,Mets,Y,,Marvin Parker,C,,,,,,,,,,,,,JC,Florida State College at Jacksonville (Jacksonville, FL)
janreg,1982,1,1rg,6,6,Mets,N,,Tim McMannon,RHP,,,,,,,,,,,,,JC,College of Southern Idaho (Twin Falls, ID)
janreg,1982,2,1rg,32,6,Mets,N,,Bobby Estrada,RHP,,,,,,,,,,,,,JC,San Jacinto College (Pasadena, TX)
janreg,1982,3,1rg,58,6,Mets,N,,Kal Daniels,OF,16.9,727,2338,104,.285,.861,,,,,,,JC,Middle Georgia State University (Macon, GA)
janreg,1982,4,1rg,84,6,Mets,N,,Greg Selecky,1B,,,,,,,,,,,,,JC,Brookdale Community College (Lincroft, NJ)
janreg,1982,5,1rg,110,6,Mets,Y,,Scott Adams,RHP,,,,,,,,,,,,,4Yr,Alabama Christian College (Montgomery, AL)
janreg,1982,6,1rg,136,6,Mets,N,,Brett Harrison,SS,,,,,,,,,,,,,JC,Bacone College (Muskogee, OK)
janreg,1982,7,1rg,161,5,Mets,Y,,Kenneth Bodle,OF,,,,,,,,,,,,,JC,Orange Coast College (Costa Mesa, CA)
janreg,1982,8,1rg,186,5,Mets,N,,Steve Oswald,LHP,,,,,,,,,,,,,JC,Triton College (River Grove, IL)
janreg,1982,9,1rg,210,4,Mets,Y,,Timothy Utecht,1B,,,,,,,,,,,,,JC,Lower Columbia College (Longview, WA)
janreg,1982,10,1rg,230,3,Mets,Y,,Edward Groves,RHP,,,,,,,,,,,,,HS,Romulus HS (Romulus, MI)
janreg,1982,11,1rg,248,3,Mets,N,,Tim Lemons,3B,,,,,,,,,,,,,JC,Gulf Coast State College (Panama City, FL)
janreg,1982,12,1rg,264,3,Mets,Y,,Michael Robair,RHP,,,,,,,,,,,,,JC,Chipola College (Marianna, FL)
janreg,1982,13,1rg,276,3,Mets,Y,,Nicholas Brandt,LHP,,,,,,,,,,,,,JC,Butte College (Oroville, CA)
janreg,1982,14,1rg,286,2,Mets,N,,Robert Voydat,SS,,,,,,,,,,,,,JC,DeAnza College (Cupertino, CA)
janreg,1982,15,1rg,294,1,Mets,N,,Keith Bond,LHP,,,,,,,,,,,,,JC,Rose State College (Midwest City, OK)
janreg,1982,16,1rg,300,1,Mets,Y,,Dave Wyatt,LHP,,,,,,,,,,,,,4Yr,Alabama Christian College (Montgomery, AL)
janreg,1982,17,1rg,305,1,Mets,Y,,Johnny Wilson,OF,,,,,,,,,,,,,,
janreg,1982,18,1rg,310,1,Mets,N,,Andrew Sanclers,OF,,,,,,,,,,,,,JC,Allen County Community College (Iola, KS)
janreg,1982,19,1rg,315,1,Mets,Y,,Ed Pruitt,LHP,,,,,,,,,,,,,,
junsec,1982,1,6sc,9,9,Mets,Y,,Randy Myers,LHP,15.3,574,60,0,.183,.456,728,44,63,3.19,1.30,347,4Yr,Eastern Illinois University (Charleston, IL)
junsec,1982,2,6sc,34,9,Mets,Y,,Stu Foulks,RHP,,,,,,,,,,,,,4Yr,Jacksonville University (Jacksonville, FL)
junsec,1982,3,6sc,55,7,Mets,N,,Jim Benedict,RHP,,,,,,,,,,,,,JC,Los Angeles Valley College (Los Angeles, CA)
jansec,1983,1,1sc,3,3,Mets,Y,,Kevin Brown,LHP,,,,,,,,,,,,,JC,Ranger College (Ranger, TX)
jansec,1983,2,1sc,29,3,Mets,Y,,Jeff McKnight,SS,-1.1,218,404,5,.233,.588,,,,,,,4Yr,University of Arkansas-Fort Smith (Fort Smith, AR)
janreg,1983,1,1rg,3,3,Mets,Y,,Ralph Adams,RHP,,,,,,,,,,,,,,
janreg,1983,2,1rg,29,3,Mets,N,,Joe Kraemer,LHP,-1.1,19,1,0,.000,.000,19,0,1,6.91,1.88,0,JC,Lower Columbia College (Longview, WA)
janreg,1983,3,1rg,55,3,Mets,N,,Miles Schuler,RHP,,,,,,,,,,,,,JC,Santa Ana College (Santa Ana, CA)
janreg,1983,4,1rg,81,3,Mets,N,,James Eurton,C,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
janreg,1983,5,1rg,107,3,Mets,N,,Rob Robinson,RHP,,,,,,,,,,,,,JC,Lower Columbia College (Longview, WA)
janreg,1983,6,1rg,133,3,Mets,N,,Rocky Lambourne,RHP,,,,,,,,,,,,,JC,Snow College (Ephraim, UT)
janreg,1983,7,1rg,159,3,Mets,N,,Kevin Ryan,RHP,,,,,,,,,,,,,JC,Palm Beach State College (Lake Worth, FL)
janreg,1983,8,1rg,183,3,Mets,Y,,Reggie Dobie,RHP,,,,,,,,,,,,,JC,Triton College (River Grove, IL)
janreg,1983,9,1rg,206,3,Mets,N,,Jerry Mack,2B,,,,,,,,,,,,,JC,Iowa Western Community College (Council Bluffs, IA)
janreg,1983,10,1rg,228,3,Mets,Y,,Michael Houston,OF,,,,,,,,,,,,,JC,East Los Angeles College (Monterey Park, CA)
janreg,1983,11,1rg,249,3,Mets,N,,Carl Coates,RHP,,,,,,,,,,,,,JC,Salt Lake Community College (Salt Lake City, UT)
janreg,1983,12,1rg,269,3,Mets,N,,Greg Mooneyham,1B,,,,,,,,,,,,,JC,Palm Beach State College (Lake Worth, FL)
janreg,1983,13,1rg,285,3,Mets,N,,Jeffrey Hintz,OF,,,,,,,,,,,,,JC,Merced College (Merced, CA)
janreg,1983,14,1rg,298,3,Mets,N,,Ken Reed,RHP,,,,,,,,,,,,,JC,Crowder College (Neosho, MO)
janreg,1983,15,1rg,309,2,Mets,N,,Rob Jones,C,,,,,,,,,,,,,JC,Yuba Community College (Marysville, CA)
janreg,1983,16,1rg,316,1,Mets,Y,,David Jarman,OF,,,,,,,,,,,,,JC,College of the Redwoods (Eureka, CA)
janreg,1983,17,1rg,321,1,Mets,N,,Samuel Thielepape,SS,,,,,,,,,,,,,4Yr,Northwood University (Midland, MI)
janreg,1983,18,1rg,325,1,Mets,Y,,Dennis Glynn,2B,,,,,,,,,,,,,4Yr,Eastern Connecticut State University (Willimantic, CT)
janreg,1983,19,1rg,329,1,Mets,N,,Joseph Morris,RHP,,,,,,,,,,,,,JC,Enterprise State Community College (Enterprise, AL)
junsec,1983,1,6sc,16,16,Mets,N,,Bob Grandstaff,3B,,,,,,,,,,,,,JC,Golden West College (Huntington Beach, CA)
junsec,1983,2,6sc,40,14,Mets,Y,,Ken Reed,RHP,,,,,,,,,,,,,JC,Crowder College (Neosho, MO)
jansec,1984,1,1sc,20,20,Mets,N,,Larry Mims,2B,,,,,,,,,,,,,JC,Indian Hills Community College (Centerville, IA)
jansec,1984,2,1sc,46,20,Mets,N,,Jerry Mack,2B,,,,,,,,,,,,,JC,Iowa Western Community College (Council Bluffs, IA)
janreg,1984,1,1rg,2,2,Mets,N,,Garry Clark,RHP,,,,,,,,,,,,,JC,St. Louis Community College, Forest Park Campus (St. Louis, MO)
janreg,1984,2,1rg,28,2,Mets,Y,,Kevin Elster,SS,6.2,940,2844,88,.228,.677,,,,,,,JC,Golden West College (Huntington Beach, CA)
janreg,1984,3,1rg,54,2,Mets,N,,Mike Westbrook,OF,,,,,,,,,,,,,JC,Johnson County Community College (Overland Park, KS)
janreg,1984,4,1rg,80,2,Mets,Y,,Bryant Robertson,OF,,,,,,,,,,,,,JC,Triton College (River Grove, IL)
janreg,1984,5,1rg,106,2,Mets,N,,Richard Yochem,C,,,,,,,,,,,,,JC,Valencia Community College (Orlando, FL)
janreg,1984,6,1rg,132,2,Mets,N,,Craig Worthington,3B,2.8,393,1234,33,.230,.673,,,,,,,JC,Cerritos College (Norwalk, CA)
janreg,1984,7,1rg,158,2,Mets,Y,,Scott Little,OF,0.1,3,4,0,.250,.500,,,,,,,JC,Mineral Area College (Park Hills, MO)
janreg,1984,8,1rg,184,2,Mets,N,,Paul Nicholson,RHP,,,,,,,,,,,,,JC,Rockland Community College (Suffern, NY)
janreg,1984,9,1rg,209,1,Mets,N,,Tim Williams,LHP,,,,,,,,,,,,,JC,Crowder College (Neosho, MO)
janreg,1984,10,1rg,234,1,Mets,Y,,Brian Givens,LHP,-0.4,0,0,0,,,23,6,10,5.86,1.72,0,JC,Trinidad State College (Trinidad, CO)
janreg,1984,11,1rg,256,1,Mets,N,,Jeff Schneeberger,C,,,,,,,,,,,,,JC,Indian Hills Community College (Centerville, IA)
janreg,1984,12,1rg,273,1,Mets,N,,John Sellick,1B,,,,,,,,,,,,,JC,Santa Rosa Junior College (Santa Rosa, CA)
janreg,1984,13,1rg,289,1,Mets,Y,,Dale Coles,1B,,,,,,,,,,,,,,
janreg,1984,14,1rg,302,1,Mets,Y,,Owen Moreland,RHP,,,,,,,,,,,,,JC,Seminole State College of Florida (Sanford, FL)
janreg,1984,15,1rg,314,1,Mets,N,,Mark Behny,RHP,,,,,,,,,,,,,JC,Garden City Community College (Garden City, KS)
janreg,1984,16,1rg,325,1,Mets,N,,Bill Mulligan,LHP,,,,,,,,,,,,,JC,Indian Hills Community College (Centerville, IA)
junsec,1984,1,6sc,1,1,Mets,N,,Tommy Hinzo,2B,-0.2,85,274,3,.248,.620,,,,,,,JC,Southwestern College (Chula Vista, CA)
